"YEAR","FIRMNAME","fivefirmid","FIRMID","CUSIPHEADERID","CUSIPHeaderName","CUSIPHISTORYID","CUSIPHistoryName","productname","PRODUCTID","OS","CPU","BUS","MHZ","RAM","HD","MONITOR","PRICE"
1992,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","model 4660",737,14,16,7,,500,,0,18700
1991,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","model 4660",737,14,16,7,,500,,0,18700
1988,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","model 4660",737,14,16,7,,500,,0,18700
1988,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw153",897,1,0,7,,,,0,18750
1986,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw153",897,1,0,7,,,,0,18750
1987,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw153",897,1,0,7,,,,0,18750
1985,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pw150",896,1,0,7,,,,0,18750
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-300",185,14,16,7,,16000,182,0,18800
1989,"Control Data Systems, Inc.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-300",185,1,0,7,,16000,182,0,18800
1990,"Control Data Systems, Inc.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-300",185,1,0,7,,16000,182,0,18800
1988,"Control Data Systems, Inc.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-300",185,1,0,7,,16000,182,0,18800
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-300",185,14,16,7,,16000,182,0,18800
1991,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-300",185,14,16,7,,16000,182,0,18800
1995,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/41",1137,1,2,2,,64000,1000,1,18890
1996,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/41",1137,1,2,2,,64000,1000,1,18890
1994,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/41",1137,1,2,2,,64000,1000,1,18890
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge m",151,11,8,7,,16000,,0,18900
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/110",1121,1,1,1,14,8000,,0,18900
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge m",151,11,8,7,,16000,,0,18900
1988,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/110",1121,1,1,,14,,,,18900
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge m",151,11,8,7,,16000,,0,18900
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4316 graphics netstation",728,11,16,7,,12000,86,0,18950
1989,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4317 graphics netstation",729,11,16,7,,12000,86,0,18950
1988,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4316 graphics netstation",728,11,16,7,,12000,86,0,18950
1989,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4316 graphics netstation",728,11,16,7,,12000,86,0,18950
1988,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4317 graphics netstation",729,11,16,7,,12000,86,0,18950
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4317 graphics netstation",729,11,16,7,,12000,86,0,18950
1989,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 4500 personal workstation",299,19,17,1,33,8000,155,1,18990
1992,"opus systems",123,123,,,,,"personal mainframe 8140",832,11,38,3,25,8000,,0,18995
1991,"opus systems",123,123,,,,,"personal mainframe 8140",832,11,38,3,25,8000,,0,18995
1984,"Phoenix Computer Graphics, Inc.",129,129,,,,,"phoenix 1024-s-m",861,1,0,,,,,0,19000
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/110",1104,1,16,1,16,4000,,0,19000
1988,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/110",1104,1,16,1,16,4000,,0,19000
1987,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/140m",1105,1,16,,16,,,,19000
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 715/100",470,9,11,6,100,256000,84000,0,19005
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-240pxg",255,7,9,1,40,24000,426,1,19160
1984,"Adage, Inc.",2,2,,,,,"series 3000",994,0,0,,8,,,0,19200
1983,"Adage, Inc.",2,2,,,,,"series 3000",994,0,0,,8,,,0,19200
1982,"Ikonas Graphics Systems, Inc.",83,83,,,,,"rds 3000",904,0,0,7,8,,,0,19200
1980,"Ikonas Graphics Systems, Inc.",83,83,,,,,"rds 3000",904,0,0,7,8,,,0,19200
1981,"Ikonas Graphics Systems, Inc.",83,83,,,,,"rds 3000",904,0,0,7,8,,,0,19200
1994,"apogee systems, inc.",9,9,,,,,"orbiter ii-55",803,2,1,2,55,32000,424,0,19295
1995,"apogee systems, inc.",9,9,,,,,"orbiter ii-55",803,2,1,2,55,32000,424,0,19295
1987,"Ramtek Corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,0,0,7,8,256,,0,19300
1986,"Ramtek Corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9465",906,0,0,7,8,256,,0,19300
1989,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,14,22,7,8,256,,0,19300
1986,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,14,22,7,8,256,,0,19300
1987,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9465",906,14,22,7,8,256,,0,19300
1989,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9465",906,14,22,7,8,256,,0,19300
1985,"Ramtek Corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,0,0,7,8,256,,0,19300
1992,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,14,22,7,8,256,,0,19300
1988,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,14,22,7,8,256,,0,19300
1988,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9465",906,14,22,7,8,256,,0,19300
1991,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,14,22,7,8,256,,0,19300
1990,"ramtek corp.",134,134,"75187430","RAMTEK CORP","75187430","RAMTEK CORP","rm-9460",905,14,22,7,8,256,,0,19300
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 model 834ch",444,9,30,7,,8000,,0,19375
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 model 834ch",444,9,30,7,,8000,,0,19375
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 model 834ch",444,9,30,7,,8000,,0,19375
1987,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 500 model 550",465,9,39,7,,8000,67,0,19425
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3500dvs",996,19,17,7,25,4000,,1,19495
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3500dvs",996,19,17,7,25,4000,,1,19495
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3500dvs",996,19,17,7,25,4000,,1,19495
1994,"eos technologies, inc.",63,63,,,,,"eostation 1041n",331,1,2,2,,32000,424,0,19499
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 375",927,10,4,9,,256000,2000,1,19500
1992,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powergraphics gto",907,10,30,9,,16000,160,1,19500
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 3at",929,10,12,9,,512000,18000,1,19500
1989,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3200",1201,14,21,7,,16000,318,1,19525
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600 axp",219,7,3,7,150,32000,426,1,19542
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600 axp",219,7,3,7,150,32000,426,1,19741
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600hx+",220,13,3,7,,32000,1000,1,19741
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3500 2d",995,19,52,7,18,32000,2800,1,19890
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3500 2d",995,19,52,7,18,32000,2800,1,19890
1990,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3500 2d",995,19,52,7,18,32000,2800,1,19890
1987,"Mentor Graphics Corp.",108,108,"58720010","MENTOR GRAPHICS CORP","58720010","MENTOR GRAPHICS CORP","mentor idea series",698,0,0,7,,32000,760,0,19900
1993,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interact 2020",567,11,42,7,,16000,200,0,19900
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 360srx",459,9,17,7,,16000,571,0,19900
1987,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160m",1109,1,16,1,16,4000,,0,19900
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii/gpx",1215,14,21,7,,16000,477,1,19900
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160m",1109,1,16,1,16,4000,,0,19900
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3200",1201,14,21,7,,16000,318,1,19900
1988,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160m",1109,1,16,1,16,4000,,0,19900
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 360srx",459,9,17,7,,16000,571,0,19900
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-400",186,14,16,1,,16000,380,0,19900
1990,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-400",186,14,16,1,,16000,380,0,19900
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 360srx",459,9,17,7,,16000,571,0,19900
1992,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interact 2020",567,11,42,7,,16000,200,0,19900
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-400",186,14,16,1,,16000,380,0,19900
1991,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-400",186,14,16,1,,16000,380,0,19900
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600s axp",221,7,3,7,225,64000,1000,1,19932
1987,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vs 500 workstation",1230,14,21,7,,,,,19950
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vs500 workstation",1231,14,21,7,,,,1,19950
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4324 graphics netstation",732,11,16,7,,12000,86,0,19950
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/110",1121,1,1,1,14,8000,,0,19950
1994,"dtk computer, inc.",58,58,,,,,"dtk station m41/m51/m61",315,1,2,2,,32000,525,0,19950
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/110",1121,1,1,1,14,8000,,0,19950
1995,"dtk computer, inc.",58,58,,,,,"dtk station m41/m51/m61",315,1,2,2,,32000,525,0,19950
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun gxi/250",1131,1,31,7,,8000,155,0,19990
1995,"integrix, inc.",88,88,,,,,"sws10/512",1157,2,1,2,50,64000,1000,0,19995
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600 axp",219,7,3,7,150,32000,426,1,19995
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","alphastation 250 4/266",42,7,3,6,,256000,4200,1,19995
1993,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo xs/24",643,11,10,7,40,16000,432,0,19995
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","indy xl",565,11,28,7,,256000,2000,0,19995
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation zx",1081,1,5,2,,256000,424,0,19995
1995,"mobius computer corp.",111,111,,,,,"mirage ips/10 model 52",714,2,2,2,50,16000,,0,19995
1996,"integrix, inc.",88,88,,,,,"sws10/512",1157,2,1,2,50,64000,1000,0,19995
1982,"Chromatics, Inc.",34,34,,,,,"cgc 7900 series",148,0,0,,,128,,0,19995
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation zx",1081,1,5,2,,256000,424,0,19995
1987,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","personal logician",828,14,30,3,,,,,20000
1985,"Orcatech",175,175,,,,,,1276,25,22,,8,,,,20000
1988,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","personal logician",828,11,30,3,,,,,20000
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 730",505,9,30,6,,16000,210,0,20000
1985,"Xybion Graphics Systems Corp.",171,171,,,,,"color presentation graphics system",163,0,0,,,,,0,20000
1989,"Daisy Systems Corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","personal logician",828,0,0,3,,,,0,20000
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160c",1106,11,16,1,16,2000,,0,20000
1982,"megatek corp.",107,107,,,,,"whizzard 7250",1238,20,49,,,,,,20000
1984,"Orcatech",175,175,,,,,,1276,25,22,,8,,,,20000
1986,"Xybion Graphics Systems Corp.",171,171,,,,,"color presentation graphics system",163,0,0,,,,,0,20000
1983,"Media Cybernetics, Inc.",106,106,,,,,"graphics productivity workstation (gpw)",360,0,0,,,,,0,20000
1996,"Aydin Controls",22,22,"05468110","AYDIN CORP","05468110","AYDIN CORP","model 7402",743,0,0,1,,8000,91,1,20000
1995,"Aydin Controls",22,22,"05468110","AYDIN CORP","05468110","AYDIN CORP","model 7402",743,0,0,1,,8000,91,1,20000
1989,"adage, inc.",2,2,,,,,"series 6000-ii workstations",1005,14,50,7,,,,,20020
1988,"adage, inc.",2,2,,,,,"series 6000-ii workstations",1005,14,50,7,,,,,20020
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 36t",925,10,4,9,,256000,400,1,20190
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-240pxg",255,7,9,1,40,24000,426,1,20300
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000-90",1207,14,21,7,,128000,852,1,20390
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 10turbogxplus",1032,1,1,2,,512000,41000,0,20495
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 37t",928,10,4,9,,256000,4000,1,20500
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-470",190,14,9,1,,8000,380,0,20500
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 37t",928,10,4,9,,256000,4000,1,20500
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-470",190,14,9,1,,8000,380,0,20500
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 37t",928,10,4,9,,256000,4000,1,20500
1991,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-470",190,14,9,1,,8000,380,0,20500
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3200",1201,14,21,7,,32000,318,1,20725
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3200",1201,14,21,7,,32000,318,1,20725
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-300x zlx/m1",204,13,20,7,,256000,1000,1,20839
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-300x zlx/m1",204,13,20,7,,256000,1000,1,20839
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 730",505,9,11,6,33,16000,420,0,20890
1988,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-500",191,14,16,1,,16000,,0,20900
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 370",926,10,30,9,,256000,630,1,20900
1989,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-500",191,14,16,1,,16000,,0,20900
1991,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-500",191,14,16,1,,16000,,0,20900
1992,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-500",191,14,16,1,,16000,,0,20900
1993,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-500",191,14,16,1,,16000,,0,20900
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 370",926,10,24,9,,256000,630,1,20900
1990,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-500",191,14,16,1,,16000,,0,20900
1996,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","intergraph tdz-40",581,11,14,8,,256000,2000,1,20900
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 370",926,10,24,9,,256000,630,1,20900
1989,"Seiko Instruments U.S.A., Inc.",142,142,,,,,"gr-4406",353,0,0,1,,20000,20,1,20950
1988,"Seiko Instruments U.S.A., Inc.",142,142,,,,,"gr-4406",353,0,0,1,,20000,20,0,20950
1990,"Seiko Instruments U.S.A., Inc.",142,142,,,,,"gr-4406",353,0,0,1,,20000,20,1,20950
1989,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 4000 2-d",1000,19,52,7,18,8000,384,1,20990
1992,"Stardent Computer, Inc.",151,151,,,,,"stardent vistra 800 series",1097,0,0,7,,64000,400,0,20995
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","personal iris 4d/35",826,11,9,1,35,128000,380,0,21000
1993,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","personal iris 4d/35",826,11,9,1,35,128000,380,0,21000
1993,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/35",617,11,9,1,,8000,380,0,21000
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/35",617,14,9,1,,8000,380,0,21000
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600s axp",221,7,3,7,150,64000,1000,1,21190
1994,"apogee systems, inc.",9,9,,,,,"orbiter ii-66",804,2,1,2,66,32000,424,0,21295
1995,"apogee systems, inc.",9,9,,,,,"orbiter ii-66",804,2,1,2,66,32000,424,0,21295
1987,"metheus corp.",109,109,,,,,"model 3620",719,,30,,,,,,21450
1993,"computervision",41,41,"20557T10","COMPUTERVISION CORP","20557T10","COMPUTERVISION CORP","caddstation 52c",111,11,1,7,,24000,669,0,21489
1992,"computervision",41,41,"20557T10","COMPUTERVISION CORP","20557T10","COMPUTERVISION CORP","caddstation 52c",111,11,1,7,,24000,669,0,21489
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 400 model 425s grx",493,9,18,7,,128000,3900,0,21490
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 400 model 425s grx",493,9,18,7,,128000,3900,0,21490
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3550dvs",997,19,17,7,25,32000,,1,21495
1991,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","series 3550dvs",997,19,17,7,25,32000,,1,21495
1995,"kubota graphics corp.",96,96,,,,,"kubota kenai 3600 graphics workstation",661,11,3,7,,256000,1050,0,21495
1983,"megatek corp.",107,107,,,,,"whizzard 6245",1234,20,49,,,64,,,21500
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 520h",941,10,30,9,,512000,2500,1,21500
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 530e",943,10,30,9,,1000000,2500,1,21500
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 530e",943,10,30,9,,512000,2500,1,21500
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 520h",941,10,30,9,,512000,2500,1,21500
1989,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii/gpx",1215,14,21,7,,16000,477,1,21525
1991,"data general corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","aviion av 4100",75,11,38,1,20,8000,322,1,21545
1994,"eos technologies, inc.",63,63,,,,,"eostation 1041l",330,1,2,2,,32000,424,0,21599
1996,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/51",1138,1,2,2,,64000,1000,1,21790
1995,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/51",1138,1,2,2,,64000,1000,1,21790
1994,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/51",1138,1,2,2,,64000,1000,1,21790
1992,"solbourne computer, inc.",145,145,,,,,"series 5/700",1003,1,1,1,33,16000,327,0,21900
1987,"adage, inc.",2,2,,,,,"cadstation 2/50",114,20,16,,16,,,,21900
1986,"adage, inc.",2,2,,,,,"cadstation 2/50",114,20,16,,16,,,,21900
1988,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 350",455,9,16,7,,2000,,0,21900
