YEAR,FIRMNAME,FIVEFIRMID,FIRMID,CUSIPHEADERID,CUSIPHeaderName,CUSIPHISTORYID,CUSIPHistoryName,FOUND,FATE,ESTATE,SALES,EMPLOY,ZIP,LAT,LON,RANDD,PRODUCTS,PTYPES,SYSTEM,GRAPHIC,CEO,OWN,CPU,OS,APPS,COMM,MONITOR,DISK,MEMORY,BOARD
1992,Digital Equipment Corp. (DEC),57,57,25384910,DIGITAL EQUIPMENT,25384910,DIGITAL EQUIPMENT,1957,,0,12942523392,121000,1754,0.7405800223350530,-1.2471250295639000,,407,21,1,1,Kenneth H. Olsen,1,0,1,1,1,1,1,1,0
1993,Digital Equipment Corp. (DEC),57,57,25384910,DIGITAL EQUIPMENT,25384910,DIGITAL EQUIPMENT,1957,,0,14240000000,112300,1754,0.7405800223350530,-1.2471250295639000,,472,20,1,1,Robert L. Palmer,1,0,1,1,1,1,1,1,0
1994,Digital Equipment Corp. (DEC),57,57,25384910,DIGITAL EQUIPMENT,25384910,DIGITAL EQUIPMENT,1957,,0,14371368960,94200,1754,0.7405800223350530,-1.2471250295639000,,520,19,1,1,Robert B. Palmer,1,0,1,1,1,1,1,1,1
1995,Digital Equipment Corp. (DEC),57,57,25384910,DIGITAL EQUIPMENT,25384910,DIGITAL EQUIPMENT,1957,,0,13450789888,77800,1754,0.7405800223350530,-1.2471250295639000,,426,19,1,1,Robert B. Palmer,1,0,1,1,1,1,1,1,1
1996,Digital Equipment Corp. (DEC),57,57,25384910,DIGITAL EQUIPMENT,25384910,DIGITAL EQUIPMENT,1957,,0,13450789888,63100,1754,0.7405800223350530,-1.2471250295639000,,598,16,1,1,Robert B. Palmer,1,0,1,1,1,1,1,1,1
1992,"DTK Computer, Inc.",58,58,,,,,1981,,0,150000000,1500,91748,0.593093991279602,-2.0576889514923100,,63,4,1,0,Duke Liao,2,0,0,0,0,0,0,0,1
1993,"DTK Computer, Inc.",58,58,,,,,1981,,0,150000000,1500,91748,0.593093991279602,-2.0576889514923100,,34,3,1,0,Duke Liao,2,0,0,0,1,0,0,0,1
1994,"DTK Computer, Inc.",58,58,,,,,1981,,0,200000000,1500,91748,0.593093991279602,-2.0576889514923100,,43,4,1,1,Duke Liao,0,0,0,0,1,0,0,0,1
1995,"DTK Computer, Inc.",58,58,,,,,1981,Continued as PC Clone,1,200000000,1500,91748,0.593093991279602,-2.0576889514923100,,44,2,1,0,Dan Tsuie,0,0,0,0,0,0,0,0,0
1989,Du Pont Design Technologies Group,59,59,26353410,DU PONT (E I) DE NEMOURS,26353410,DU PONT (E I) DE NEMOURS,,,0,,,95054,0.6526600122451780,-2.128498077392580,,2,1,0,1,,2,0,0,0,0,0,0,0,0
1990,Du Pont Design Technologies Group,59,59,26353410,DU PONT (E I) DE NEMOURS,26353410,DU PONT (E I) DE NEMOURS,,,0,,,95054,0.6526600122451780,-2.128498077392580,,1,1,0,1,,2,0,0,0,0,0,0,0,0
1991,Du Pont Design Technologies Group,59,59,26353410,DU PONT (E I) DE NEMOURS,26353410,DU PONT (E I) DE NEMOURS,,,1,,,95054,0.6526600122451780,-2.128498077392580,,1,1,0,1,,2,0,0,0,0,0,0,0,0
1992,"Dynatech Colorgraphics, Inc.",60,60,00503U10,ACTERNA CORP,26813810,DYNATECH CORP,1981,,0,432000000,50,53719,0.7510510087013250,-1.5620579719543500,,3,1,0,1,Kenneth W. Simmons,1,0,0,0,0,0,0,0,0
1993,"Dynatech Colorgraphics, Inc.",60,60,00503U10,ACTERNA CORP,26813810,DYNATECH CORP,1981,Discontinued as unit?,1,481000000,50,53719,0.7510510087013250,-1.5620579719543500,,5,1,0,1,Kenneth W. Simmons,1,0,0,0,0,0,0,0,0
1991,"Eastman Kodak, Co.",61,61,27746110,EASTMAN KODAK CO,27746110,EASTMAN KODAK CO,1880,,0,18397999104,137800,14650,0.7525969743728640,-1.3555999994278000,,12,4,0,1,Kay R. Whitmore,1,0,0,1,1,0,1,0,0
1992,"Eastman Kodak, Co.",61,61,27746110,EASTMAN KODAK CO,27746110,EASTMAN KODAK CO,1880,,0,18908000256,137800,14650,0.7525969743728640,-1.3555999994278000,,7,3,0,1,Kay R. Whitmore,1,0,0,1,0,0,1,0,0
1993,"Eastman Kodak, Co.",61,61,27746110,EASTMAN KODAK CO,27746110,EASTMAN KODAK CO,1880,,0,19399999488,130000,14650,0.7525969743728640,-1.3555999994278000,,7,3,0,1,Kay R. Whitmore,1,0,0,1,0,0,1,0,0
1994,"Eastman Kodak, Co.",61,61,27746110,EASTMAN KODAK CO,27746110,EASTMAN KODAK CO,1880,,0,19499999232,132900,14650,0.7525969743728640,-1.3555999994278000,,17,4,0,1,George Fisher,1,0,0,1,0,0,1,0,0
1995,"Eastman Kodak, Co.",61,61,27746110,EASTMAN KODAK CO,27746110,EASTMAN KODAK CO,1880,,0,19499999232,132600,14650,0.7525969743728640,-1.3555999994278000,,27,6,0,1,George Fisher,1,0,0,1,1,0,1,0,0
1996,"Eastman Kodak, Co.",61,61,27746110,EASTMAN KODAK CO,27746110,EASTMAN KODAK CO,1880,Discontinued as unit?,1,19499999232,132600,14653,0.7525969743728640,-1.3555999994278000,,43,7,0,1,Candy Obourn,1,0,0,1,1,0,1,0,0
1987,Edge Computer,62,62,,,,,,Continued as Clone manufacturer,1,1,,85260,0.5864539742469790,-1.9527920484542800,,0,1,1,0,,0,0,0,0,0,0,0,0,0
1994,"EOS Technologies, Inc.",63,63,,,,,1992,Continue as component?,1,1,,95054,0.6526600122451780,-2.128498077392580,,14,2,1,1,,0,0,0,0,0,0,0,0,0
1981,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,46000000,700,84108,0.7109969854354860,-1.9517290592193600,,0,1,0,1,D. Evans,0,0,0,0,0,0,0,0,0
1982,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,46000000,700,84108,0.7109969854354860,-1.9517290592193600,,0,1,0,1,D. Evans,0,0,0,0,0,0,0,0,0
1983,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,46000000,700,84108,0.7109969854354860,-1.9517290592193600,,0,1,0,1,D. Evans,0,0,0,0,0,0,0,0,0
1984,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,54000000,780,84108,0.7109969854354860,-1.9517290592193600,,0,1,0,1,D. Evans,1,0,0,0,0,0,0,0,0
1985,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,54000000,790,84108,0.7109969854354860,-1.9517290592193600,,0,1,0,1,D. Evans,1,0,0,0,0,0,0,0,0
1986,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,54000000,800,84108,0.7109969854354860,-1.9517290592193600,,0,1,0,1,D. Evans,1,0,0,1,0,0,0,0,0
1987,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,54000000,800,84108,0.7109969854354860,-1.9517290592193600,,0,2,0,1,D. Evans,1,0,0,1,0,0,0,0,0
1988,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,54000000,800,84108,0.7109969854354860,-1.9517290592193600,,0,2,0,1,D. Evans,1,0,0,1,0,0,0,0,0
1989,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,100000000,1000,84108,0.7109969854354860,-1.9517290592193600,,0,2,0,1,Rodney S. Rougelot,1,0,0,1,0,0,0,0,0
1990,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,130000000,1200,84108,0.7109969854354860,-1.9517290592193600,,2,1,0,1,Rodney S. Rougelot,1,0,0,0,0,0,0,0,0
1991,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,138564000,1418,84108,0.7109969854354860,-1.9517290592193600,,4,1,0,1,Rodney S. Rougelot,1,0,0,0,0,0,0,0,0
1992,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,,0,157600000,1400,84108,0.7109969854354860,-1.9517290592193600,,1,1,0,1,Rodney S. Rougelot,1,0,0,0,0,0,0,0,0
1993,Evans & Sutherland,64,64,29909610,EVANS & SUTHERLAND CMP CORP,29909610,EVANS & SUTHERLAND CMP CORP,1968,Switched to focus on networking,1,144900000,1200,84108,0.7109969854354860,-1.9517290592193600,,2,1,0,1,Rodney S. Rougelot,1,0,0,0,0,0,0,0,0
1994,"Falcon Northwest Computer Systems, Inc.",65,65,,,,,1990,Switched to focus on gamers,1,1000000,7,97420,0.7568230032920840,-2.1682770252227800,,2,1,0,1,Kelt Reeves,0,0,0,0,0,0,0,0,0
1992,First Computer Consultants,66,66,,,,,,,0,1,,1609,0.7378450036048890,-1.2534509897232100,,3,1,1,0,,0,0,0,0,0,0,0,0,0
1993,First Computer Consultants,66,66,,,,,,,1,1,,1069,0.7361140251159670,-1.262374997138980,,3,1,1,0,,0,0,0,0,0,0,0,0,0
1988,General Electric,67,67,36960410,GENERAL ELECTRIC CO,36960410,GENERAL ELECTRIC CO,,Exits market,1,,,27709,0.6267989873886110,-1.3762309551239000,,0,2,0,1,,1,0,0,1,0,0,0,0,0
1988,Genigraphics Corp.,68,68,,,,,,,0,10000000,,13088,0.7524099946022030,-1.3297139406204200,,0,3,0,1,Julius L. Marcus,0,0,0,1,0,0,0,0,0
1989,Genigraphics Corp.,68,68,,,,,,Continues as slide developer,1,10000000,,13088,0.7524099946022030,-1.3297139406204200,,8,3,0,1,Julius L. Marcus,0,0,0,1,0,0,0,0,0
1982,Genisco Computers Corp.,69,69,37229820,GENISCO TECHNOLOGY,37229810,GENISCO TECHNOLOGY,1975,,0,7747000,145,92626,0.5877869725227360,-2.057910919189450,,0,1,0,1,R. Gray,2,0,0,0,0,0,0,0,0
1983,Genisco Computers Corp.,69,69,37229820,GENISCO TECHNOLOGY,37229810,GENISCO TECHNOLOGY,1975,,1,9725000,145,92626,0.5877869725227360,-2.057910919189450,,0,1,0,1,R. Gray,2,0,0,0,0,0,0,0,0
1988,Genisco Peripheral Systems,70,70,,,,,1950,,1,32000000,250,90630,0.5902460217475890,-2.060163974761960,,0,3,0,1,Richard P. Shively,2,0,0,0,0,0,0,0,0
1986,Gerber Systems Corp.,71,71,,,,,1979,,0,25000000,200,6074,0.7301419973373410,-1.2663689851760900,,0,1,0,1,W.S. Mann,2,0,0,1,0,0,0,0,0
1987,Gerber Systems Corp.,71,71,,,,,1979,,0,25000000,200,6074,0.7301419973373410,-1.2663689851760900,,0,2,0,1,W.S. Mann,2,0,0,1,0,0,0,0,0
1988,Gerber Systems Corp.,71,71,,,,,1948,,0,224000000,2000,6074,0.7301419973373410,-1.2663689851760900,,0,2,0,1,H. Joseph Gerber,2,0,0,1,0,0,0,0,0
1989,Gerber Systems Corp.,71,71,,,,,1948,,0,224000000,2000,6074,0.7301419973373410,-1.2663689851760900,,1,2,0,1,Louis F. Posillico,2,0,0,1,0,0,0,0,0
1990,Gerber Systems Corp.,71,71,,,,,1948,,0,300000000,2200,6074,0.7301419973373410,-1.2663689851760900,,1,2,0,1,Louis F. Posillico,2,0,0,1,0,0,0,0,0
1991,Gerber Systems Corp.,71,71,,,,,1948,,0,300000000,2200,6074,0.7301419973373410,-1.2663689851760900,,1,2,0,1,Louis F. Posillico,2,0,0,1,0,0,0,0,0
1992,Gerber Systems Corp.,71,71,,,,,1948,,0,300000000,2200,6074,0.7301419973373410,-1.2663689851760900,,1,2,0,1,Louis F. Posillico,2,0,0,1,0,0,0,0,0
1993,Gerber Systems Corp.,71,71,,,,,1948,,0,300000000,2200,6074,0.7301419973373410,-1.2663689851760900,,1,2,0,1,Louis F. Posillico,2,0,0,1,0,0,0,0,0
1994,Gerber Systems Corp.,71,71,,,,,1948,,0,326000000,2100,6074,0.7301419973373410,-1.2663689851760900,,8,2,0,1,Edward Lagraize,2,0,0,1,0,0,0,0,0
1995,Gerber Systems Corp.,71,71,,,,,1948,,0,326000000,2100,6074,0.7301419973373410,-1.2663689851760900,,3,2,0,1,H. Joseph Gerber,2,0,0,1,0,0,0,0,0
1996,Gerber Systems Corp.,71,71,,,,,1948,,0,326000000,2100,6074,0.7301419973373410,-1.2663689851760900,,3,2,0,1,Brian G. Eastman,2,0,0,1,0,0,0,0,0
1992,"Goldstar Technology, Inc.",72,72,,,,,1984,,0,180000,60,95134,0.6529970169067380,-2.1283140182495100,,40,4,1,0,Cha Joon Koo,2,0,0,0,0,1,0,0,1
1993,"Goldstar Technology, Inc.",72,72,,,,,1984,Unit closed,1,180000,75,95134,0.6529970169067380,-2.1283140182495100,,29,4,1,0,Tak Shimizu,2,0,0,0,0,1,0,0,1
1995,"Graphex Imaging Systems, Inc.",73,73,,,,,1992,,0,1,30,10701,0.7145500183105470,-1.289594054222110,,1,1,0,1,Tom DiCarlo,2,0,0,0,0,0,0,0,0
1996,"Graphex Imaging Systems, Inc.",73,73,,,,,1992,,0,1,30,10701,0.7145500183105470,-1.289594054222110,,1,1,0,1,Tom DiCarlo,2,0,0,0,0,0,0,0,0
1985,"Graphic Horizons, Inc.",74,74,,,,,1982,,0,1,,2140,0.7398689985275270,-1.241441011428830,,0,1,0,1,J. Hurd,0,0,0,0,0,0,0,0,0
1986,"Graphic Horizons, Inc.",74,74,,,,,1982,,0,1,,2140,0.7398689985275270,-1.241441011428830,,0,1,0,1,J. Hurd,0,0,0,0,0,0,0,0,0
1987,"Graphic Horizons, Inc.",74,74,,,,,1982,,0,1,,2140,0.7398689985275270,-1.241441011428830,,0,2,0,1,Chris Baron,0,0,0,1,0,0,0,0,0
1988,"Graphic Horizons, Inc.",74,74,,,,,1982,,0,1,,2140,0.7398689985275270,-1.241441011428830,,0,2,0,1,Chris Baron,0,0,0,1,0,0,0,0,0
1989,"Graphic Horizons, Inc.",74,74,,,,,1982,No longer in business?,1,1,,1801,0.7414659857749940,-1.2419309616088900,,1,2,0,1,Chris Baron,0,0,0,1,0,0,0,0,0
1995,"Graphic Systems Technology, Inc.",75,75,,,,,1985,,0,1,40,41408,0.6819970011711120,-1.4783070087432900,,1,2,0,1,Joseph D. Musgrave,0,0,0,1,0,0,0,0,0
1996,"Graphic Systems Technology, Inc.",75,75,,,,,1985,,0,1,40,41048,0.6819970011711120,-1.4783070087432900,,1,2,0,1,Joseph D. Musgrave,0,0,0,1,0,0,0,0,0
1996,Graphon Corp.,76,76,,,,,1982,,0,12000000,50,95008,0.6506590247154240,-2.128523111343380,,2,1,0,1,Walt Keller,0,0,0,0,0,0,0,0,0
1996,"Hal Computer Systems, Inc.",77,77,,,,,1990,,0,36603437056,500,95008,0.6506590247154240,-2.128523111343380,,2,1,0,0,Scott Metcalf,2,0,0,0,0,0,0,0,0
1984,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,3577999872,68000,94304,0.6533370018005370,-2.132517099380490,,0,23,1,1,John A. Young,1,0,1,1,1,0,1,1,0
1985,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,,75000,94304,0.6533370018005370,-2.132517099380490,,0,21,1,1,John A. Young,1,0,1,1,1,0,1,1,0
1986,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,6044000256,82000,94304,0.6533370018005370,-2.132517099380490,,0,20,1,1,John A. Young,1,0,1,1,1,0,1,1,0
1987,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,6044000256,82000,94304,0.6533370018005370,-2.132517099380490,,0,22,1,1,John A. Young,1,0,1,1,1,1,1,1,0
1988,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,7100000256,82000,94304,0.6533370018005370,-2.132517099380490,,0,21,1,1,John A. Young,1,0,1,1,1,1,1,1,0
1989,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,8099999744,82000,94304,0.6533370018005370,-2.132517099380490,,202,23,1,1,John A. Young,1,0,1,1,1,1,1,1,1
1990,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,9829999616,93000,94304,0.6533370018005370,-2.132517099380490,,232,22,1,1,John A. Young,1,0,1,1,1,1,1,1,1
1991,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,11898999808,94000,94304,0.6533370018005370,-2.132517099380490,,276,21,1,1,John A. Young,1,0,1,1,1,1,1,1,1
1992,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,13200000000,88300,94304,0.6533370018005370,-2.132517099380490,,374,20,1,1,John A. Young,1,0,1,1,1,1,1,1,1
1993,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,14499999744,90900,94304,0.6533370018005370,-2.132517099380490,,468,19,1,1,Lewis E. Platt,1,0,1,1,1,1,1,1,1
1994,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,16400000000,94900,94304,0.6533370018005370,-2.132517099380490,,379,15,1,1,Lewis E. Platt,1,0,1,1,0,0,1,1,0
1995,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,20299999232,96200,94304,0.6533370018005370,-2.132517099380490,,347,12,1,1,Lewis E. Platt,1,0,1,1,1,0,1,0,0
1996,Hewlett-Packard Co.,78,78,42823610,HEWLETT-PACKARD CO,42823610,HEWLETT-PACKARD CO,1939,,0,24999999488,99900,94304,0.6533370018005370,-2.132517099380490,,478,11,1,1,Lewis E. Platt,1,0,1,1,1,0,1,0,0
1990,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,12000000,60,19104,0.6974290013313290,-1.3125300407409700,,12,2,0,1,Mark A. Gelberg,0,0,0,0,0,0,0,0,0
1991,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,12000000,30,19406,0.6998000144958500,-1.3155200481414800,,18,2,0,1,Mark A. Gelberg,0,0,0,0,0,0,0,0,0
1992,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,12000000,30,19406,0.6998000144958500,-1.3155200481414800,,14,1,0,1,Mark A. Gelberg,0,0,0,0,0,0,0,0,0
1993,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,12000000,30,19406,0.6998000144958500,-1.3155200481414800,,15,1,0,1,Mark A. Gelberg,0,0,0,0,0,0,0,0,0
1994,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,12000000,30,19406,0.6998000144958500,-1.3155200481414800,,17,1,0,1,Mark A. Gelberg,0,0,0,0,0,0,0,0,0
1995,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,30000000,60,19406,0.6998000144958500,-1.3155200481414800,,31,1,0,1,Mark A. Gelberg,0,0,0,0,0,0,0,0,0
1996,"Human Designed Systems, Inc.",80,80,,,,,1977,,0,30000000,60,19406,0.6998000144958500,-1.3155200481414800,,25,1,0,1,Mark A. Gelberg,1,0,0,0,0,0,0,0,0
1988,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,,40,,,,,2,1,0,1,Ian Robertson,1,0,0,0,0,0,0,0,0
1989,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,,40,,,,,2,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1990,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,,50,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1991,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,2000000,75,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1992,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,6700000,75,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1993,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,13000000,100,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1994,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,12000000,100,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1995,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,,100,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1996,"I.S.G. Technologies, Inc.",81,81,,,,,1986,,0,20000000,175,,,,,1,1,0,1,Michael Greenberg,1,0,0,0,0,0,0,0,0
1987,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,50055999488,405535,10504,0.7179589867591860,-1.2863240242004400,5433999872,0,32,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1988,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,51249999872,405535,10504,0.7179589867591860,-1.2863240242004400,5925000192,0,30,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1989,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,54216998912,389348,10504,0.7179589867591860,-1.2863240242004400,6349000192,383,32,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1990,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,59681001472,387112,10504,0.7179589867591860,-1.2863240242004400,,316,32,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1991,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,62699999232,383000,10504,0.7179589867591860,-1.2863240242004400,,434,33,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1992,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,69020000256,378800,10504,0.7179589867591860,-1.2863240242004400,,532,30,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1993,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,62840000512,334396,10504,0.7179589867591860,-1.2863240242004400,,550,30,1,1,John F. Akers,1,0,1,1,1,1,1,1,1
1994,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,62840000512,250000,10504,0.7179589867591860,-1.2863240242004400,,342,23,1,1,Louis V. Gerstner,1,0,1,1,1,1,1,1,1
1995,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,62699999232,250000,10504,0.7179589867591860,-1.2863240242004400,,317,19,1,1,Louis V. Gerstner,1,0,1,1,1,1,1,0,1
1996,IBM,82,82,45920010,INTL BUSINESS MACHINES CORP,45920010,INTL BUSINESS MACHINES CORP,1914,,0,62699999232,250000,10504,0.7179589867591860,-1.2863240242004400,,500,19,1,1,Louis V. Gerstner,1,0,1,1,1,1,1,0,1
1980,"Ikonas Graphics Systems, Inc.",83,83,,,,,1980,,0,1,,27619,0.6257190108299260,-1.3723880052566500,,0,1,0,1,David E. Rodger,2,0,0,0,0,0,0,0,0
1981,"Ikonas Graphics Systems, Inc.",83,83,,,,,1980,,0,1,,27619,0.6257190108299260,-1.3723880052566500,,0,1,0,1,David E. Rodger,2,0,0,0,0,0,0,0,0
1982,"Ikonas Graphics Systems, Inc.",83,83,,,,,1980,"Aquired by Adage, Inc. in April 1982",1,1,45,27619,0.6257190108299260,-1.3723880052566500,,0,1,0,1,David E. Rodger,2,0,0,0,0,0,0,0,0
1986,"Impres, Inc.",84,84,,,,,1981,,0,2500000,23,78731,0.5296570062637330,-1.7062489986419700,,0,1,0,1,David St. Charles,0,0,0,0,0,0,0,0,0
1987,"Impres, Inc.",84,84,,,,,1981,Unknown exit,1,2500000,,78759,0.5306429862976070,-1.7061049938201900,,0,1,0,1,Bruce Doyle,0,0,0,0,0,0,0,0,0
1990,"Information International, Inc.",85,85,45674010,INFORMATION INTERNATIONAL,45674010,INFORMATION INTERNATIONAL,1962,,0,36000000,400,90233,0.5933229923248290,-2.0664548873901400,,2,2,0,1,Alfred L. Fernaughty,1,0,0,1,0,0,0,0,0
1991,"Information International, Inc.",85,85,45674010,INFORMATION INTERNATIONAL,45674010,INFORMATION INTERNATIONAL,1962,,0,36000000,360,90233,0.5933229923248290,-2.0664548873901400,,2,2,0,1,Alfred L. Fernaughty,1,0,0,1,0,0,0,0,0
1992,"Information International, Inc.",85,85,45674010,INFORMATION INTERNATIONAL,45674010,INFORMATION INTERNATIONAL,1962,,0,38300000,341,90230,0.5933229923248290,-2.0664548873901400,,2,2,0,1,Alfred L. Fernaughty,1,0,0,1,0,0,0,0,0
1993,"Information International, Inc.",85,85,45674010,INFORMATION INTERNATIONAL,45674010,INFORMATION INTERNATIONAL,1962,,1,38300000,341,90230,0.5933229923248290,-2.0664548873901400,,2,2,0,1,Alfred L. Fenaughty,1,0,0,1,0,0,0,0,0
1989,"Innovative Computer Aided Technology, In",86,86,,,,,1985,No mention after 1989,1,1,8,90260,0.5914559960365300,-2.0656139850616500,,1,2,0,1,Jim Williams,0,0,0,1,0,0,0,0,0
1986,Integrated Solutions,87,87,,,,,1981,,0,217000000,100,95131,0.6525149941444400,-2.127207040786740,,0,4,1,1,Douglas G. Swartz,2,0,1,0,0,0,1,0,0
1987,Integrated Solutions,87,87,,,,,1981,,0,217000000,100,95131,0.6525149941444400,-2.127207040786740,,0,5,0,1,John McNully,2,0,1,0,0,0,1,0,0
1988,Integrated Solutions,87,87,,,,,1981,,0,217000000,100,95131,0.6525149941444400,-2.127207040786740,,0,6,0,1,John McNully,2,0,1,0,1,0,1,1,0
1989,Integrated Solutions,87,87,,,,,1981,,0,217000000,120,95131,0.6525149941444400,-2.127207040786740,,11,7,0,1,John McNully,2,0,1,0,1,0,1,1,0
1990,Integrated Solutions,87,87,,,,,1981,Spun off from IBM,3,217000000,120,95131,0.6525149941444400,-2.127207040786740,,11,6,0,1,John McNully,2,0,1,0,1,0,0,1,0
1991,Integrated Solutions,87,87,,,,,1981,Unknown,1,217000000,120,95131,0.6525149941444400,-2.127207040786740,,11,6,0,1,John McNully,2,0,1,0,1,0,0,1,0
1993,"Integrix, Inc.",88,88,,,,,1987,,0,7000000,19,91320,0.5965080261230470,-2.075822114944460,,9,2,1,1,Jason Lo,0,0,0,0,0,0,0,0,0
1994,"Integrix, Inc.",88,88,,,,,1987,,0,7000000,19,91320,0.5965080261230470,-2.075822114944460,,17,2,1,1,Jason Lo,0,0,0,0,0,0,0,0,0
1995,"Integrix, Inc.",88,88,,,,,1987,,0,7000000,19,91320,0.5965080261230470,-2.075822114944460,,30,2,1,1,Jason Lo,0,0,0,0,0,0,0,0,0
